Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 Gunmen attack Bauchi gov's LGA kill four ,Crime,Politics,17-6-22,17,6,2022,Neutral,0.0,fear,https://punchng.com/gunmen-attack-bauchi-govs-lga-kill-four/
 I'll soon make statement on Abia politics - Theodore Orji ,Politics,Education,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/ill-soon-make-statement-on-abia-politics-theodore-orji/
 Tinubu submits nomination forms picks 'surrogate' running mate ,Youth Development,Power,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/tinubu-submits-nomination-forms-picks-surrogate-running-mate/
 Pictorial: Lagos sensitises students to domestic sexual abuse ,Education,Youth Development,17-6-22,17,6,2022,Positive,0.2,anger,https://punchng.com/pictorial-lagos-sensitises-students-to-domestic-sexual-abuse/
 I'm Peter Obi's running mate says Okupe ,Youth Development,Sports,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/im-peter-obis-running-mate-says-okupe/
 Climate Change: FG to phase out kerosene usage by 2030 ,Environment,Education,17-6-22,17,6,2022,Neutral,0.0,fear,https://punchng.com/climate-change-fg-to-phase-out-kerosene-usage-by-2030/
 Abia doctors suspend industrial action over kidnapped colleague ,Education,Health,17-6-22,17,6,2022,Positive,0.1,anticipation,https://punchng.com/abia-doctors-suspend-industrial-action-over-kidnapped-colleague/
 Tinubu commiserates with ThisDay publisher over mum's death ,Youth Development,Crime,17-6-22,17,6,2022,Neutral,0.0,fear,https://punchng.com/tinubu-commiserates-with-thisday-publisher-over-mums-death/
 'Stingy man': Mbaka apologises to Obi supporters ,Youth Development,Justice,17-6-22,17,6,2022,Neutral,0.0,0,https://punchng.com/stingy-man-mbaka-apologises-to-obi-supporters/
 Voter registration: INEC withdraws workers for extortion in Benue ,Education,Legal,17-6-22,17,6,2022,Neutral,0.0,0,https://punchng.com/voter-registration-inec-withdraws-workers-for-extortion-in-benue/
 Evans: Fire incident stalls court proceedings ,Crime,Justice,17-6-22,17,6,2022,Neutral,0.0,surprise,https://punchng.com/evans-fire-incident-stalls-court-proceedings/
 Tottenham complete Bissouma signing from Brighton ,Sports,Youth Development,17-6-22,17,6,2022,Positive,0.1,0,https://punchng.com/tottenham-complete-bissouma-signing-from-brighton/
 Bauchi poly suspends employee for alleged involvement in politics ,Politics,Education,17-6-22,17,6,2022,Negative,-0.1,anger,https://punchng.com/bauchi-poly-suspends-employee-for-alleged-involvement-in-politics/
 Suspected monkeypox cases rise to 141 in 13 states ,Youth Development,Crime,17-6-22,17,6,2022,Neutral,0.0,0,https://punchng.com/suspected-monkeypox-cases-rise-to-141-in-13-states/
 Kidnappers behead councillor-elect cousin in Benue ,Youth Development,Finance,17-6-22,17,6,2022,Neutral,0.0,0,https://punchng.com/kidnappers-behead-councillor-elect-cousin-in-benue/
 A laggard civil service and our enduring bureaucratic challenge ,Administrative,Legal,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/a-laggard-civil-service-and-our-enduring-bureaucratic-challenge/
 NDDC debunks newspaper report says commission not opposed to new board ,Education,Information and Culture,17-6-22,17,6,2022,Positive,0.1,trust,https://punchng.com/nddc-debunks-newspaper-report-says-commission-not-opposed-to-new-board/
 JUST IN: Shina Peller dumps APC faults party's internal democracy ,Politics,Power,17-6-22,17,6,2022,Neutral,0.0,anger,https://punchng.com/just-in-shina-peller-dumps-apc-faults-partys-internal-democracy/
 Bayern set to close Mane deal with Liverpool – Reports ,Youth Development,Power,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/bayern-set-to-close-mane-deal-with-liverpool-reports/
 Church stampede: NEMA distributes relief materials to victims in Rivers ,Education,Petroleum Resources,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/church-stampede-nema-distributes-relief-materials-to-victims-in-rivers/
 Women AFCON: 19 players arrive Super Falcons camp in Abuja ,Sports,Youth Development,17-6-22,17,6,2022,Positive,0.3,anticipation,https://punchng.com/women-afcon-19-players-arrive-super-falcons-camp-in-abuja/
 Buhari commiserates with ThisDay publisher over mother's death ,Youth Development,Education,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/buhari-commiserates-with-thisday-publisher-over-mothers-death/
 NAN immediate past editor-in-chief dies at 61 ,Health,Power,17-6-22,17,6,2022,Negative,-0.2,0,https://punchng.com/nan-immediate-past-editor-in-chief-dies-at-61/
 NAN immediate past editor-in-chief dies at 61 ,Power,Health,17-6-22,17,6,2022,Negative,-0.2,0,https://punchng.com/nan-immediate-past-editor-in-chief-dies-at-61/
 Funeral service for victims of Owo Church attack ,Crime,Education,17-6-22,17,6,2022,Neutral,0.0,anger,https://punchng.com/funeral-service-for-victims-of-owo-church-attack/
 Kogi Assembly sacks Deputy Speaker three other principal officers ,Education,Legislative,17-6-22,17,6,2022,Negative,-0.1,anticipation,https://punchng.com/kogi-assembly-sacks-deputy-speaker-three-other-principal-officers/
 Owo massacre: We've failed our people Akeredolu says at funeral ,Information and Culture,Youth Development,17-6-22,17,6,2022,Negative,-0.5,sadness,https://punchng.com/owo-massacre-weve-failed-our-people-akeredolu-says-at-funeral/
 Pictorial: Police soldiers in show of force ahead of Ekiti poll ,Education,Power,17-6-22,17,6,2022,Neutral,0.0,trust,https://punchng.com/pictorial-police-soldiers-in-show-of-force-ahead-of-ekiti-poll/
 Buhari commiserates with ThisDay publisher over mother's death ,Education,Youth Development,17-6-22,17,6,2022,Neutral,0.0,anticipation,https://punchng.com/buhari-commiserates-with-thisday-publisher-over-mothers-death/
 Zamfara declares five work-free days for voter registration ,Education,Youth Development,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/zamfara-declares-five-work-free-days-for-voter-registration/
 Segun Oni wins polling unit polls 218 votes APC 15 ,Politics,Power,18-6-22,18,6,2022,Positive,0.3,0,https://punchng.com/segun-oni-wins-polling-unit-polls-218-votes-apc-15/
 Ekiti election: PDP's Bisi Kolawole wins polling unit ,Politics,Education,18-6-22,18,6,2022,Positive,0.3,0,https://punchng.com/ekiti-election-pdps-bisi-kolawole-wins-polling-unit/
 Five killed as IPOB gunmen clash in Anambra ,Power,Crime,18-6-22,18,6,2022,Negative,-0.2,anger,https://punchng.com/five-killed-as-ipob-gunmen-clash-in-anambra/
 Ekiti election: APC deputy gov candidate wins ward ,Politics,Education,18-6-22,18,6,2022,Positive,0.3,trust,https://punchng.com/ekiti-election-apc-deputy-gov-candidate-wins-ward/
 Court stops FG from taking further actions on e-Customs project ,Politics,Education,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/court-stops-fg-from-taking-further-actions-on-e-customs-project/
 Anambra community suspends 80-year-old man for allegedly defiling minor ,Youth Development,Health,18-6-22,18,6,2022,Negative,-0.1,anticipation,https://punchng.com/anambra-community-suspends-80-year-old-man-for-allegedly-defiling-minor/
 Ekiti election: Confusion as NSCDC officers allegedly hijack party money ,Politics,Power,18-6-22,18,6,2022,Negative,-0.1,anger,https://punchng.com/ekiti-election-confusion-as-nscdc-officers-allegedly-hijack-party-money/
 Akpabio has been frustrating my life since 2009 –  Ex-APC secretary Akpanudoedehe ,Education,Foreign Affairs,18-6-22,18,6,2022,Negative,-0.4,0,https://punchng.com/akpabio-has-been-frustrating-my-life-since-2009-ex-apc-secretary-akpanudoedehe/
 41 dead millions stranded as floods hit Bangladesh India ,Youth Development,Health,18-6-22,18,6,2022,Negative,-0.2,sadness,https://punchng.com/41-dead-millions-stranded-as-floods-hit-bangladesh-india/
 Ekiti poll: APC's Oyebanji votes hails large voter turnout ,Politics,Power,18-6-22,18,6,2022,Positive,0.2,trust,https://punchng.com/ekiti-poll-apcs-oyebanji-votes-hails-large-voter-turnout/
 Mass turnout of voters greets Ekiti election ,Politics,Power,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/mass-turnout-of-voters-greets-ekiti-election/
 Ekiti poll: Security of corps members excites NYSC ,Health,Education,18-6-22,18,6,2022,Neutral,0.0,trust,https://punchng.com/ekiti-poll-security-of-corps-members-excites-nysc/
 Mercy Aigbe ex-husband mark son's 12th birthday ,Youth Development,Power,18-6-22,18,6,2022,Neutral,0.0,anticipation,https://punchng.com/mercy-aigbe-ex-husband-mark-sons-12th-birthday/
 Ekiti decides: EFCC arrests suspected vote-buyers ,Crime,Power,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/ekiti-decides-efcc-arrests-suspected-vote-buyers/
 Ekiti election: Cleric sues for peace ,Politics,Justice,18-6-22,18,6,2022,Neutral,0.0,anticipation,https://punchng.com/ekiti-election-cleric-sues-for-peace/
 We're still discussing with Peter Obi Labour Party - Kwanwaso's NNPP ,Youth Development,Politics,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/were-still-discussing-with-peter-obi-labour-party-kwanwasos-nnpp/
 Ekiti election: Our people'll defend their votes says ex-dep gov Eleka ,Politics,Power,18-6-22,18,6,2022,Neutral,0.0,fear,https://punchng.com/ekiti-election-our-peoplell-defend-their-votes-says-eleka/
 Ekiti election: I will win says APC’s Oyebanji ,Politics,Power,18-6-22,18,6,2022,Positive,0.8,0,https://punchng.com/ekiti-election-i-will-win-says-apcs-oyebanji/
 Ekiti poll: SDP ADC agents allege vote-buying in Iworoko APC PDP agents differ ,Power,Environment,18-6-22,18,6,2022,Neutral,0.0,trust,https://punchng.com/ekiti-poll-sdp-adc-agents-allege-vote-buying-in-iworoko-apc-pdp-agents-differ/
 Ekiti election: PDP's Kolawole warns against manipulation after voting ,Politics,Power,18-6-22,18,6,2022,Neutral,0.0,anger,https://punchng.com/ekiti-election-pdps-kolawole-warns-against-manipulation-after-voting/
 Comedian Funnybone weds lover in Enugu ,Youth Development,Entertainment,18-6-22,18,6,2022,Neutral,0.0,anticipation,https://punchng.com/comedian-funnybone-weds-lover-in-enugu/
 Ekiti poll: Prosecute vote-buyers SERAP urges INEC ,Power,Crime,18-6-22,18,6,2022,Neutral,0.0,trust,https://punchng.com/ekiti-poll-prosecute-vote-buyers-serap-urges-inec/
 Talks with Kwankwaso'll lead to Nigeria's rebirth - Peter Obi's aide ,Education,Youth Development,18-6-22,18,6,2022,Neutral,0.0,anticipation,https://punchng.com/talks-with-kwankwasoll-lead-to-nigerias-rebirth-peter-obis-aide/
 Abia APC factions reconcile vow to win gov election ,Politics,Power,18-6-22,18,6,2022,Positive,0.8,anticipation,https://punchng.com/abia-apc-factions-reconcile-vow-to-win-gov-election/
 Nketiah extends Arsenal contract gets new jersey number ,Power,Sports,18-6-22,18,6,2022,Positive,0.1,0,https://punchng.com/nketiah-extends-arsenal-contract-gets-new-jersey-number/
 Sokoto to spend N1bn on scholarships others ,Finance,Education,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/sokoto-to-spend-n1bn-on-scholarships-others/
 Singer Harrysong wife expecting second child ,Education,Youth Development,18-6-22,18,6,2022,Neutral,0.0,anticipation,https://punchng.com/singer-harrysong-wife-expecting-second-child/
 Injured Osaka withdraws from Wimbledon ,Youth Development,Sports,18-6-22,18,6,2022,Neutral,0.0,0,https://punchng.com/injured-osaka-withdraws-from-wimbledon/
 Family seeks help for hunter diagnosed with mouth tumour ,Education,Youth Development,18-6-22,18,6,2022,Neutral,0.0,fear,https://punchng.com/family-seeks-help-for-hunter-diagnosed-with-mouth-tumour/
 Ekiti: APC thugs beat me up slapped my mum over vote-buying voter alleges ,Power,Youth Development,18-6-22,18,6,2022,Neutral,0.0,fear,https://punchng.com/ekiti-apc-thugs-beat-me-up-slapped-my-mum-over-vote-buying-voter-alleges/
 Ekiti: Many polling units inaccessible to people with disabilities says group ,Education,Environment,18-6-22,18,6,2022,Positive,0.5,sadness,https://punchng.com/ekiti-many-polling-units-inaccessible-to-people-with-disabilities-says-group/
 Corps member five others feared dead in Bayelsa boat accident ,Youth Development,Health,19-6-22,19,6,2022,Negative,-0.2,fear,https://punchng.com/corps-member-five-others-feared-dead-in-bayelsa-boat-accident/
 PFN chair tasks Kaduna elders on youth mentoring ,Education,Youth Development,19-6-22,19,6,2022,Neutral,0.0,anticipation,https://punchng.com/pfn-chair-tasks-kaduna-elders-on-youth-mentoring/
 Nigeria a nation making a left turn ,Politics,Education,19-6-22,19,6,2022,Neutral,0.0,trust,https://punchng.com/nigeria-a-nation-making-a-left-turn/
 PDP constitutes committee for deputy gov candidate screening ,Education,Legislative,19-6-22,19,6,2022,Neutral,0.0,trust,https://punchng.com/pdp-constitutes-committee-for-deputy-gov-candidate-screening/
 Ekiti governor-elect’s landslide victory reflects popularity – Adamu ,Power,Politics,19-6-22,19,6,2022,Neutral,0.0,anticipation,https://punchng.com/ekiti-governor-elects-landslide-victory-reflects-popularity-adamu/
 18 die in Niger auto crash ,Crime,Health,19-6-22,19,6,2022,Neutral,0.0,fear,https://punchng.com/18-die-in-niger-auto-crash/
 Anti-party activities: Kebbi PDP suspends senatorial aspirant ,Politics,Legislative,19-6-22,19,6,2022,Neutral,0.0,0,https://punchng.com/anti-party-activities-kebbi-pdp-suspends-senatorial-aspirant/
 Taraba community gets first tarred road since 1942 ,Education,Environment,19-6-22,19,6,2022,Positive,0.2,anticipation,https://punchng.com/taraba-community-gets-first-tarred-road-since-1942/
 APC monetised Ekiti gov election - Sowore ,Politics,Education,19-6-22,19,6,2022,Neutral,0.0,0,https://punchng.com/apc-monetised-ekiti-gov-election-sowore/
 You would've disowned me BBNaija Tega mourns dad on Father's Day ,Youth Development,Information and Culture,19-6-22,19,6,2022,Neutral,0.0,0,https://punchng.com/you-wouldve-disowned-me-bbnaija-tega-mourns-dad-on-fathers-day/
 APGA women leader defects to Labour Party ,Politics,Youth Development,19-6-22,19,6,2022,Neutral,0.0,anticipation,https://punchng.com/apga-women-leader-defects-to-labour-party/
 NCDC boss decries visa delay for Canada trip ,Education,Youth Development,19-6-22,19,6,2022,Neutral,0.0,anger,https://punchng.com/ncdc-boss-decries-visa-delay-for-canada-trip/
 Tonto Dikeh speaks on 'failed love story' advises fans ,Youth Development,Sports,19-6-22,19,6,2022,Neutral,0.0,joy,https://punchng.com/tonto-dikeh-speaks-on-failed-love-story-advises-fans/
 Imo police arrest woman suspected for child slavery ,Youth Development,Crime,19-6-22,19,6,2022,Negative,-0.1,fear,https://punchng.com/imo-police-arrest-woman-suspected-for-child-slavery/
 Ekiti election: Buhari congratulates Oyebanji says victory affirms APC’s acceptance ,Power,Education,19-6-22,19,6,2022,Neutral,0.0,anticipation,https://punchng.com/ekiti-election-buhari-congratulates-oyebanji-says-victory-affirms-apcs-acceptance/
 Again Nigeria’s Tobi Amusan breaks 100m hurdle African record ,Youth Development,Information and Culture,19-6-22,19,6,2022,Neutral,0.0,0,https://punchng.com/again-nigerias-tobi-amusan-breaks-100m-hurdle-african-record/
 Imo police probe shooting of family of five ,Crime,Politics,19-6-22,19,6,2022,Neutral,0.0,fear,https://punchng.com/imo-police-probe-shooting-of-family-of-five/
 Russia-Ukraine war affects Bulgaria Africa world – Envoy ,Politics,Youth Development,19-6-22,19,6,2022,Neutral,0.0,fear,https://punchng.com/russia-ukraine-war-affects-bulgaria-africa-world-envoy/
 NLC offers free medical services to Abuja community residents ,Education,Health,19-6-22,19,6,2022,Positive,0.2,anticipation,https://punchng.com/nlc-offers-free-medical-services-to-abuja-community-residents/
 Machina: APC’s submission of Lawan’s name fraudulent unconstitutional says lawyer ,Legal,Power,19-6-22,19,6,2022,Neutral,0.0,sadness,https://punchng.com/machina-apcs-submission-of-lawans-name-fraudulent-unconstitutional-says-lawyer/
 Burna Boy: Clubbing continues at Cubana after shooting ,Youth Development,Sports,19-6-22,19,6,2022,Neutral,0.0,anger,https://punchng.com/burna-boy-clubbing-continues-at-cubana-after-shooting/
 Garlicky peppered puff puff ,Legislative,Information and Culture,19-6-22,19,6,2022,Neutral,0.0,0,https://punchng.com/garlicky-peppered-puff-puff/
 Why I decided getting PVC will be my students’ continuous assessment test – UNN lecturer Ugwueze ,Education,Youth Development,19-6-22,19,6,2022,Neutral,0.0,surprise,https://punchng.com/why-i-decided-getting-pvc-will-be-my-students-continuous-assessment-test-unn-lecturer-ugwueze/
